ds,y
2016-02-18,522981.0
2016-02-19,521169.0
2016-02-20,494141.0
2016-02-21,481520.0
2016-02-22,520133.0
2016-02-23,542349.0
2016-02-24,565544.0
2016-02-25,529490.0
2016-02-26,538482.0
2016-02-27,544879.0
2016-02-28,517024.0
2016-02-29,508818.0
2016-03-01,507923.0
2016-03-02,513370.0
2016-03-03,530720.0
2016-03-04,535900.0
2016-03-05,508831.0
2016-03-06,495549.0
2016-03-07,500883.0
2016-03-08,511202.0
2016-03-09,522602.0
2016-03-10,546304.0
2016-03-11,562894.0
2016-03-12,541328.0
2016-03-13,529336.0
2016-03-14,588786.0
2016-03-15,631797.0
2016-03-16,622543.0
2016-03-17,603130.0
2016-03-18,572162.0
2016-03-19,584089.0
2016-03-20,538573.0
2016-03-21,513418.0
2016-03-22,519394.0
2016-03-23,516810.0
2016-03-24,543622.0
2016-03-25,555465.0
2016-03-26,579077.0
2016-03-27,605811.0
2016-03-28,621146.0
2016-03-29,604722.0
2016-03-30,551934.0
2016-03-31,611035.0
2016-04-01,658793.0
2016-04-02,621174.0
2016-04-03,534837.0
2016-04-04,532405.0
2016-04-05,552930.0
2016-04-06,551750.0
2016-04-07,562855.0
2016-04-08,565902.0
2016-04-09,529269.0
2016-04-10,511063.0
2016-04-11,560052.0
2016-04-12,587675.0
2016-04-13,619061.0
2016-04-14,631247.0
2016-04-15,620300.0
2016-04-16,566188.0
2016-04-17,526457.0
2016-04-18,541910.0
2016-04-19,556397.0
2016-04-20,564015.0
2016-04-21,584490.0
2016-04-22,605971.0
2016-04-23,595275.0
2016-04-24,587709.0
2016-04-25,585053.0
2016-04-26,608156.0
2016-04-27,641699.0
2016-04-28,660913.0
2016-04-29,680810.0
2016-04-30,655801.0
2016-05-01,647967.0
2016-05-02,691917.0
2016-05-03,703376.0
2016-05-04,608295.0
2016-05-05,535747.0
2016-05-06,525608.0
2016-05-07,487900.0
2016-05-08,512315.0
2016-05-09,584925.0
2016-05-10,626438.0
2016-05-11,653686.0
2016-05-12,649894.0
2016-05-13,661038.0
2016-05-14,658215.0
2016-05-15,635301.0
2016-05-16,672248.0
2016-05-17,684725.0
2016-05-18,661157.0
2016-05-19,676182.0
2016-05-20,679452.0
2016-05-21,651228.0
2016-05-22,653616.0
2016-05-23,648870.0
2016-05-24,655431.0
2016-05-25,676322.0
2016-05-26,650349.0
2016-05-27,664150.0
2016-05-28,645502.0
2016-05-29,650367.0
2016-05-30,659454.0
2016-05-31,679851.0
2016-06-01,703993.0
2016-06-02,730746.0
2016-06-03,761301.0
2016-06-04,739794.0
2016-06-05,722286.0
2016-06-06,677876.0
2016-06-07,706841.0
2016-06-08,719769.0
2016-06-09,682215.0
2016-06-10,687272.0
2016-06-11,678830.0
2016-06-12,683407.0
2016-06-13,749682.0
2016-06-14,787898.0
2016-06-15,787731.0
2016-06-16,760401.0
2016-06-17,722568.0
2016-06-18,706517.0
2016-06-19,638990.0
2016-06-20,657237.0
2016-06-21,661029.0
2016-06-22,711521.0
2016-06-23,768882.0
2016-06-24,784816.0
2016-06-25,774483.0
2016-06-26,742399.0
2016-06-27,726184.0
2016-06-28,748051.0
2016-06-29,755650.0
2016-06-30,743132.0
2016-07-01,722439.0
2016-07-02,696893.0
2016-07-03,705467.0
2016-07-04,766093.0
2016-07-05,810159.0
2016-07-06,836651.0
2016-07-07,815786.0
2016-07-08,799615.0
2016-07-09,792352.0
2016-07-10,770539.0
2016-07-11,801775.0
2016-07-12,799651.0
2016-07-13,755533.0
2016-07-14,756994.0
2016-07-15,763033.0
2016-07-16,736384.0
2016-07-17,736502.0
2016-07-18,768497.0
2016-07-19,757728.0
2016-07-20,773346.0
2016-07-21,788550.0
2016-07-22,744708.0
2016-07-23,696802.0
2016-07-24,706699.0
2016-07-25,726464.0
2016-07-26,794760.0
2016-07-27,808916.0
2016-07-28,823110.0
2016-07-29,793009.0
2016-07-30,741430.0
2016-07-31,726330.0
2016-08-01,763338.0
2016-08-02,754156.0
2016-08-03,717858.0
